1465050815317 -0.0151832122356 -0.0551019012928 -0.00116828002501 -0.644738435745 -0.764069497585 -0.0225858781487 0.764228701591 -0.644941151142 0.0023120297119 -0.0163331143558 -0.0157701224089 0.999742209911 
1465050815347 0.0249679982662 0.00868318229914 -0.00314884469844 -0.656388819218 -0.754098474979 -0.022120045498 0.754260182381 -0.656574010849 0.00151511654258 -0.0156659930944 -0.0156897623092 0.999754190445 
1465050815368 -0.00275762821548 -0.000252020283369 -0.00166322395671 -0.648477554321 -0.760916769505 -0.0219641719013 0.761075496674 -0.648661136627 0.00167272798717 -0.015520112589 -0.0156316682696 0.999757409096 
1465050815397 -0.0077438922599 0.000183183685294 -0.00135661312379 -0.663698554039 -0.747682154179 -0.0218080617487 0.747843265533 -0.663874328136 0.00112319272012 -0.0153176048771 -0.0155635522678 0.999761581421 
1465050815419 -0.0488592348993 -0.0011113131186 0.000605539011303 -0.649936795235 -0.759679675102 -0.0216577388346 0.759836494923 -0.650112509727 0.00145730748773 -0.0151870539412 -0.0155091816559 0.999764323235 
1465050815448 -0.0119660403579 -0.0207427907735 -0.000983279431239 -0.648224949837 -0.761146068573 -0.0214732326567 0.761301338673 -0.648396730423 0.00140096340328 -0.0149895120412 -0.0154394619167 0.999768435955 
1465050815470 -0.0296879410744 -0.00288598565385 -2.94567071251e-05 -0.647999465466 -0.761341571808 -0.0213451404124 0.761495828629 -0.648168325424 0.001340508461 -0.0148558299989 -0.0153855876997 0.999771237373 
1465050815498 -0.0104272495955 -0.00208487990312 -0.000826101808343 -0.647006213665 -0.762191355228 -0.0211471319199 0.762343883514 -0.647170782089 0.00126522872597 -0.0146501539275 -0.0153027772903 0.999775528908 
1465050815520 -0.0091012250632 -0.00220926455222 -0.000759320217185 -0.647956550121 -0.761386632919 -0.0210368763655 0.761538922787 -0.648118138313 0.00115679763258 -0.0145151531324 -0.0152708478272 0.999778091908 
1465050815548 -0.017357012257 -0.0109612289816 -0.00029392374563 -0.659293651581 -0.751595675945 -0.0208790432662 0.75174933672 -0.659448683262 0.000728419981897 -0.0143161322922 -0.0152155617252 0.999781787395 
1465050815570 -0.0174045786262 -0.00920685008168 -0.000165855235537 -0.666020095348 -0.745644450188 -0.0207754820585 0.745798945427 -0.666171014309 0.000463112257421 -0.0141853401437 -0.015185889788 0.999784111977 
